,0
FIX4_Cf_L6,-0.03688292630188254
FIX3_Sf_L6,-0.037020920396346635
FIX1_FTgf_L3,-0.037058378511058546
FIX4_Cf_L2,-0.037118473038055856
pts_cs,-0.037158346988094504
FIX2_STf_L3,-0.03741786641897509
FIX4_pts_L6,-0.03750735586516681
FIX3_FTgf_L3,-0.03754770002969645
FIX4_pts_SAT,-0.037867045385548526
FIX1_oddsL_L2,-0.03794800364640828
FIX3_oddsD_SAT,-0.03820299174395188
FIX2_pts_L3,-0.038248499609085856
FIX2_Cf_L6,-0.038255528985348106
FIX6_STf_L2,-0.03841840658631268
oddsW_L2,-0.03842745259042152
FIX2_pts_L6,-0.03859705233518285
FIX1_FTgf_L6,-0.03861541842687335
FIX3_oddsL_SAT,-0.038629882891082
FIX4_Cf_L3,-0.039488057221392356
FIX1_STf_SALOC,-0.03950528759367206
FIX2_oddsL_L3,-0.03959200092228521
FIX3_STf_L6,-0.039813669040223244
FIX2_STf_L6,-0.039839951286411386
FIX5_oddsL_SAT,-0.03988206360869969
FIX2_STf_SAT,-0.0399286927610002
FIX5_pts_L2,-0.039935970369921976
FIX2_oddsD_L6,-0.040039268181653175
FIX5_STf_SAT,-0.04019713457890828
Ff_L6,-0.0403956980887702
FIX2_pts_SAT,-0.04039829238945739
FIX4_STf_SAT,-0.040476756541449374
FIX4_Sf_L6,-0.040825296662077716
FIX3_pts_L3,-0.041126880536695734
FIX4_oddsD_SAT,-0.04113788665412094
FIX4_oddsL_SAT,-0.04127062891965239
FIX3_FTgf_L6,-0.041490867883099684
FIX6_oddsL_SAT,-0.04163748030810275
FIX3_STf_L3,-0.04169274853114167
FIX3_FTgf_SAT,-0.042345429461637205
FIX6_pts_L2,-0.04280532772381607
FIX6_STf_SAT,-0.04307737683653264
FIX2_oddsL_L6,-0.04315084792442819
FIX5_oddsD_SAT,-0.043824071865761705
oddsW_L3,-0.044061071203902
FIX2_FTgf_L3,-0.044062377054869976
FIX6_oddsD_SAT,-0.04427475960814217
FIX1_FTgf_SAT,-0.044293532546592025
Ff_SAT,-0.045074112379886955
FIX4_STf_L6,-0.04613250899860464
FIX5_STf_L6,-0.04615407123527611
FIX6_STf_L3,-0.046793740902954226
FIX4_STf_L3,-0.046939953114964544
FIX2_oddsL_SAT,-0.04698509069282137
FTga_L2,-0.04718188935106287
FIX2_FTgf_SAT,-0.047510648991239246
FIX6_pts_L3,-0.047724023595343855
FIX1_oddsL_L3,-0.0478330684063628
FIX1_FTgf_SALOC,-0.04813293892986431
FIX6_STf_L6,-0.04838991216062855
FIX6_FTgf_L3,-0.04902478780367702
FIX5_pts_L3,-0.04906163697235959
FIX2_FTgf_L6,-0.04921354841263919
FIX5_STf_L3,-0.04957699844487896
FIX5_FTgf_SAT,-0.049605174020180214
FIX4_pts_L3,-0.04965159963186982
FIX4_FTgf_L3,-0.04998651397049411
FIX6_FTgf_SAT,-0.05036176022667167
FIX4_FTgf_SAT,-0.05054115857566139
FIX2_oddsD_SAT,-0.05129371865025696
Ca_L2,-0.05188184591369946
oddsW_SALOC,-0.05208793554108232
FIX4_FTgf_L6,-0.05229171392508171
FIX1_oddsL_L6,-0.052533856816942955
Sa_L2,-0.052535219482533424
gw,-0.05274399761899492
FIX5_FTgf_L6,-0.05281131118253791
FIX5_FTgf_L3,-0.0535101062740299
FIX6_FTgf_L6,-0.05400523768933483
STa_L2,-0.05431208694633194
FIX1_oddsL_SAT,-0.0551083296009319
FTga_L3,-0.05634539721657882
Ca_L3,-0.05870939656929311
STa_L3,-0.0589745992600926
FTga_L6,-0.0599249572504902
Unnamed: 0,-0.06217551467048233
Sa_L3,-0.06265032111505647
Ca_L6,-0.06446672675881997
oddsW_L6,-0.06498455019686517
FIX1_oddsL_SALOC,-0.06585361866955287
Sa_L6,-0.06851664865098717
STa_L6,-0.06956099770438291
Ca_SAT,-0.07009404675498196
Sa_SAT,-0.07080059437669393
FTga_SAT,-0.07923975928543608
oddsW_SAT,-0.08216090399088898
STa_SAT,-0.08309606562466716
oddsW,-0.09323271925098088
element,-0.106856960361726
absent_SALOC,-0.38953220355179385
absent_L1,-0.4239739630613033
absent_SAT,-0.42419835480402396
absent_L6,-0.44047524907665103
absent_L2,-0.4456676848066365
absent_L3,-0.448510531906435
season,
